subject_id,states,condition,alpha_mean,alpha_sd,alpha_rhat,alpha_ess,a_mean,a_sd,a_rhat,a_ess,t0_mean,t0_sd,t0_rhat,t0_ess,scaler_mean,scaler_sd,scaler_rhat,scaler_ess,log_scaler_mean,log_scaler_sd,log_scaler_rhat,log_scaler_ess
76,4,4-state,0.46,0.152,1.0,3248.0,1.147,0.026,1.0,3374.0,0.344,0.002,1.0,2217.0,0.058,0.014,1.0,3268.0,-2.883,0.241,1.0,3268.0
77,4,4-state,0.417,0.154,1.0,2760.0,1.499,0.033,1.0,3175.0,0.326,0.003,1.0,2261.0,0.053,0.013,1.0,2967.0,-2.967,0.236,1.0,2967.0
78,4,4-state,0.393,0.137,1.0,2800.0,1.278,0.031,1.0,2746.0,0.13,0.004,1.0,2282.0,0.057,0.014,1.0,2836.0,-2.887,0.246,1.0,2836.0
79,4,4-state,0.474,0.15,1.0,2751.0,1.324,0.031,1.0,3174.0,0.421,0.002,1.0,2497.0,0.061,0.015,1.0,2602.0,-2.831,0.245,1.0,2602.0
80,4,4-state,0.424,0.135,1.0,2516.0,1.355,0.032,1.0,2268.0,0.234,0.005,1.0,1690.0,0.057,0.013,1.0,2439.0,-2.892,0.231,1.0,2439.0
81,4,4-state,0.491,0.161,1.0,2571.0,1.128,0.026,1.0,3324.0,0.293,0.002,1.0,2203.0,0.055,0.013,1.0,3336.0,-2.93,0.229,1.0,3336.0
82,4,4-state,0.492,0.16,1.0,2921.0,1.406,0.031,1.0,2668.0,0.347,0.003,1.0,1720.0,0.053,0.012,1.0,2986.0,-2.965,0.233,1.0,2986.0
83,4,4-state,0.495,0.151,1.0,2715.0,1.218,0.029,1.0,2826.0,0.158,0.003,1.0,1864.0,0.06,0.015,1.0,2933.0,-2.842,0.247,1.0,2933.0
84,4,4-state,0.17,0.082,1.0,1985.0,1.13,0.03,1.0,2023.0,0.236,0.005,1.0,1656.0,0.048,0.012,1.0,2167.0,-3.058,0.245,1.0,2167.0
85,4,4-state,0.458,0.152,1.0,3408.0,1.255,0.03,1.0,3103.0,0.411,0.002,1.0,2772.0,0.058,0.014,1.0,3202.0,-2.881,0.238,1.0,3202.0
86,4,4-state,0.488,0.142,1.0,3146.0,1.2,0.028,1.0,3047.0,0.164,0.002,1.0,1589.0,0.059,0.014,1.0,2605.0,-2.864,0.243,1.0,2605.0
87,4,4-state,0.419,0.151,1.0,3187.0,1.17,0.026,1.0,3109.0,0.374,0.002,1.0,2232.0,0.054,0.013,1.0,3158.0,-2.955,0.233,1.0,3158.0
88,4,4-state,0.421,0.15,1.0,3227.0,1.369,0.031,1.0,2751.0,0.313,0.003,1.0,1693.0,0.055,0.013,1.0,3129.0,-2.925,0.24,1.0,3129.0
89,4,4-state,0.498,0.144,1.0,3202.0,1.42,0.034,1.0,3185.0,0.154,0.006,1.0,2672.0,0.059,0.015,1.0,2976.0,-2.861,0.244,1.0,2976.0
90,4,4-state,0.459,0.157,1.0,2517.0,1.29,0.031,1.0,2879.0,0.211,0.003,1.0,1919.0,0.056,0.013,1.0,2965.0,-2.901,0.234,1.0,2965.0
91,4,4-state,0.483,0.147,1.0,2995.0,1.108,0.026,1.0,2674.0,0.23,0.002,1.0,2360.0,0.058,0.014,1.0,3149.0,-2.876,0.241,1.0,3149.0
92,4,4-state,0.654,0.139,1.0,2356.0,1.16,0.027,1.0,2667.0,0.251,0.003,1.0,1991.0,0.058,0.014,1.0,2613.0,-2.877,0.234,1.0,2613.0
93,4,4-state,0.488,0.148,1.0,3165.0,1.28,0.03,1.0,2871.0,0.217,0.004,1.0,1842.0,0.058,0.014,1.0,3253.0,-2.87,0.232,1.0,3253.0
94,4,4-state,0.435,0.142,1.0,2655.0,1.25,0.028,1.0,3046.0,0.233,0.002,1.01,2108.0,0.058,0.014,1.0,3033.0,-2.882,0.239,1.0,3033.0
95,4,4-state,0.546,0.155,1.0,2752.0,1.294,0.03,1.0,2395.0,0.198,0.005,1.0,1607.0,0.048,0.01,1.0,2573.0,-3.054,0.215,1.0,2573.0
96,4,4-state,0.356,0.125,1.0,2197.0,1.323,0.031,1.0,2517.0,0.221,0.003,1.0,1767.0,0.055,0.013,1.0,2426.0,-2.933,0.24,1.0,2426.0
97,4,4-state,0.42,0.15,1.0,2935.0,1.423,0.033,1.0,1902.0,0.318,0.005,1.0,1616.0,0.053,0.013,1.0,2618.0,-2.972,0.235,1.0,2618.0
98,4,4-state,0.482,0.146,1.0,3017.0,1.532,0.036,1.0,3125.0,0.166,0.004,1.0,2434.0,0.061,0.015,1.0,3088.0,-2.832,0.242,1.0,3088.0
99,4,4-state,0.451,0.152,1.0,2993.0,1.203,0.028,1.0,2745.0,0.348,0.003,1.0,2419.0,0.058,0.014,1.0,2801.0,-2.885,0.247,1.0,2801.0
100,4,4-state,0.53,0.146,1.0,3235.0,1.457,0.034,1.0,2849.0,0.341,0.004,1.0,2155.0,0.066,0.016,1.0,3206.0,-2.745,0.247,1.0,3206.0
101,4,4-state,0.394,0.154,1.0,2547.0,1.396,0.034,1.0,2937.0,0.294,0.007,1.0,2356.0,0.05,0.012,1.0,2871.0,-3.02,0.234,1.0,2871.0
102,4,4-state,0.421,0.149,1.0,3331.0,1.197,0.028,1.0,2906.0,0.347,0.002,1.0,2260.0,0.054,0.013,1.0,3334.0,-2.952,0.238,1.0,3334.0
103,4,4-state,0.519,0.148,1.0,2972.0,1.327,0.032,1.0,3040.0,0.219,0.003,1.0,1947.0,0.064,0.016,1.0,2938.0,-2.783,0.244,1.0,2938.0
104,4,4-state,0.495,0.152,1.0,3694.0,1.22,0.027,1.0,3203.0,0.361,0.002,1.0,2600.0,0.058,0.014,1.0,2876.0,-2.872,0.243,1.0,2876.0
105,4,4-state,0.558,0.153,1.0,3426.0,1.259,0.031,1.0,3476.0,0.136,0.002,1.0,1696.0,0.066,0.017,1.0,2993.0,-2.752,0.256,1.0,2993.0
106,4,4-state,0.465,0.15,1.0,2970.0,1.002,0.024,1.0,2896.0,0.317,0.001,1.0,2579.0,0.059,0.014,1.0,3216.0,-2.866,0.238,1.0,3216.0
107,4,4-state,0.477,0.15,1.0,2775.0,1.203,0.028,1.0,2984.0,0.313,0.002,1.0,2841.0,0.059,0.014,1.0,2828.0,-2.863,0.238,1.0,2828.0
0,5,5-state,0.417,0.15,1.0,2727.0,1.474,0.034,1.0,2457.0,0.331,0.007,1.0,1527.0,0.052,0.012,1.0,2957.0,-2.976,0.23,1.0,2957.0
1,5,5-state,0.487,0.148,1.0,2880.0,1.579,0.035,1.0,3110.0,0.276,0.004,1.0,1982.0,0.058,0.014,1.0,2608.0,-2.871,0.231,1.0,2608.0
2,5,5-state,0.411,0.166,1.01,3354.0,1.634,0.036,1.0,3409.0,0.379,0.006,1.0,1500.0,0.048,0.011,1.0,2820.0,-3.055,0.226,1.0,2820.0
3,5,5-state,0.431,0.148,1.0,2899.0,1.19,0.028,1.0,3151.0,0.374,0.002,1.0,2206.0,0.055,0.013,1.0,3287.0,-2.927,0.233,1.0,3287.0
4,5,5-state,0.446,0.148,1.0,3339.0,1.149,0.027,1.0,3370.0,0.312,0.002,1.0,2520.0,0.056,0.014,1.0,3496.0,-2.907,0.239,1.0,3496.0
5,5,5-state,0.467,0.151,1.0,2649.0,1.444,0.035,1.0,2824.0,0.244,0.002,1.0,2340.0,0.059,0.015,1.0,3185.0,-2.866,0.243,1.0,3185.0
6,5,5-state,0.476,0.151,1.0,3378.0,1.599,0.036,1.0,3125.0,0.245,0.003,1.0,2019.0,0.055,0.013,1.0,3440.0,-2.932,0.233,1.0,3440.0
7,5,5-state,0.467,0.161,1.0,2989.0,1.496,0.034,1.0,2823.0,0.288,0.004,1.0,1261.0,0.057,0.014,1.0,2648.0,-2.891,0.239,1.0,2648.0
8,5,5-state,0.48,0.145,1.0,2700.0,1.521,0.037,1.0,2451.0,0.134,0.004,1.0,1643.0,0.058,0.014,1.0,2636.0,-2.875,0.237,1.0,2636.0
10,5,5-state,0.486,0.158,1.0,3194.0,1.478,0.032,1.0,2966.0,0.342,0.003,1.0,2374.0,0.054,0.013,1.0,3126.0,-2.954,0.238,1.0,3126.0
12,5,5-state,0.491,0.147,1.0,2968.0,1.325,0.03,1.0,3167.0,0.23,0.002,1.0,2813.0,0.059,0.015,1.0,3256.0,-2.854,0.243,1.0,3256.0
13,5,5-state,0.477,0.142,1.0,3121.0,1.363,0.033,1.0,3008.0,0.299,0.002,1.0,2786.0,0.059,0.015,1.0,3084.0,-2.867,0.249,1.0,3084.0
14,5,5-state,0.482,0.154,1.0,2823.0,1.198,0.029,1.0,2897.0,0.39,0.002,1.0,2379.0,0.055,0.013,1.0,3307.0,-2.922,0.237,1.0,3307.0
15,5,5-state,0.542,0.148,1.0,3071.0,1.239,0.029,1.0,3477.0,0.246,0.002,1.0,1959.0,0.063,0.016,1.0,3052.0,-2.795,0.246,1.0,3052.0
16,5,5-state,0.437,0.151,1.0,3031.0,1.684,0.038,1.0,2298.0,0.288,0.004,1.0,1792.0,0.056,0.014,1.0,2552.0,-2.92,0.241,1.0,2552.0
17,5,5-state,0.449,0.155,1.0,3003.0,1.238,0.029,1.0,2758.0,0.347,0.002,1.0,2216.0,0.056,0.014,1.0,3003.0,-2.905,0.243,1.0,3003.0
18,5,5-state,0.454,0.148,1.0,2986.0,1.648,0.036,1.0,3060.0,0.51,0.004,1.0,1533.0,0.055,0.013,1.0,2911.0,-2.926,0.232,1.0,2911.0
19,5,5-state,0.462,0.155,1.0,3251.0,1.509,0.034,1.0,3096.0,0.401,0.003,1.0,2001.0,0.054,0.012,1.0,2876.0,-2.949,0.232,1.0,2876.0
20,5,5-state,0.488,0.149,1.0,3427.0,1.358,0.032,1.0,3370.0,0.382,0.002,1.0,2390.0,0.057,0.014,1.0,3522.0,-2.893,0.24,1.0,3522.0
21,5,5-state,0.452,0.148,1.0,3174.0,1.409,0.033,1.0,3348.0,0.313,0.002,1.0,2144.0,0.054,0.013,1.0,3171.0,-2.939,0.243,1.0,3171.0
22,5,5-state,0.456,0.146,1.0,2242.0,1.277,0.031,1.0,2788.0,0.396,0.002,1.0,2198.0,0.058,0.014,1.0,3252.0,-2.874,0.241,1.0,3252.0
23,5,5-state,0.52,0.16,1.0,2711.0,1.334,0.03,1.0,2935.0,0.333,0.003,1.0,2031.0,0.055,0.013,1.0,2741.0,-2.921,0.239,1.0,2741.0
24,5,5-state,0.531,0.153,1.0,3195.0,1.124,0.027,1.0,3141.0,0.302,0.001,1.0,2202.0,0.063,0.017,1.0,3258.0,-2.797,0.258,1.0,3258.0
25,5,5-state,0.473,0.149,1.0,3774.0,1.292,0.034,1.0,3484.0,0.171,0.006,1.0,3128.0,0.058,0.014,1.0,3397.0,-2.884,0.239,1.0,3397.0
26,5,5-state,0.442,0.138,1.0,3273.0,1.341,0.032,1.0,2950.0,0.239,0.002,1.0,2399.0,0.058,0.014,1.0,3073.0,-2.881,0.238,1.0,3073.0
27,5,5-state,0.448,0.151,1.0,3175.0,1.375,0.031,1.0,3419.0,0.349,0.003,1.0,2098.0,0.054,0.013,1.0,2835.0,-2.941,0.232,1.0,2835.0
28,5,5-state,0.407,0.154,1.0,3021.0,1.431,0.033,1.0,2760.0,0.379,0.004,1.0,1849.0,0.052,0.012,1.0,2949.0,-2.99,0.231,1.0,2949.0
29,5,5-state,0.45,0.156,1.0,3203.0,1.406,0.031,1.0,3054.0,0.481,0.003,1.0,2456.0,0.054,0.013,1.0,3321.0,-2.946,0.232,1.0,3321.0
30,5,5-state,0.481,0.147,1.0,2649.0,1.288,0.031,1.0,2988.0,0.142,0.004,1.0,2328.0,0.061,0.015,1.0,2881.0,-2.83,0.243,1.0,2881.0
31,5,5-state,0.459,0.15,1.0,2789.0,1.463,0.032,1.0,3126.0,0.359,0.003,1.0,2196.0,0.054,0.013,1.0,2645.0,-2.944,0.231,1.0,2645.0
32,5,5-state,0.55,0.155,1.0,2860.0,1.276,0.03,1.0,2608.0,0.159,0.003,1.0,2511.0,0.064,0.017,1.0,3200.0,-2.776,0.254,1.0,3200.0
33,5,5-state,0.485,0.148,1.0,3011.0,1.105,0.028,1.0,2759.0,0.201,0.002,1.0,1979.0,0.062,0.015,1.0,2760.0,-2.819,0.247,1.0,2760.0
34,5,5-state,0.443,0.145,1.0,3207.0,1.44,0.035,1.0,2769.0,0.206,0.003,1.0,1736.0,0.058,0.014,1.0,3203.0,-2.874,0.244,1.0,3203.0
35,5,5-state,0.497,0.149,1.0,3417.0,1.234,0.028,1.0,3603.0,0.366,0.002,1.0,2397.0,0.058,0.014,1.0,3221.0,-2.882,0.237,1.0,3221.0
36,5,5-state,0.474,0.146,1.0,3122.0,1.366,0.032,1.0,2966.0,0.372,0.002,1.0,2757.0,0.059,0.014,1.0,2813.0,-2.857,0.241,1.0,2813.0
37,5,5-state,0.428,0.156,1.0,2960.0,1.319,0.031,1.0,2900.0,0.344,0.003,1.0,2417.0,0.054,0.013,1.0,3062.0,-2.947,0.233,1.0,3062.0
38,5,5-state,0.488,0.147,1.0,3141.0,1.337,0.031,1.0,3065.0,0.315,0.002,1.0,2466.0,0.058,0.014,1.0,2865.0,-2.872,0.24,1.0,2865.0
39,5,5-state,0.461,0.147,1.0,2858.0,1.297,0.03,1.0,3140.0,0.276,0.003,1.0,2134.0,0.058,0.014,1.0,3088.0,-2.875,0.242,1.0,3088.0
40,5,5-state,0.455,0.148,1.0,2977.0,1.449,0.034,1.0,2385.0,0.351,0.004,1.0,1850.0,0.055,0.013,1.0,2828.0,-2.937,0.238,1.0,2828.0
41,5,5-state,0.485,0.156,1.0,2891.0,1.531,0.034,1.0,2819.0,0.283,0.003,1.01,1490.0,0.056,0.013,1.0,2993.0,-2.91,0.233,1.0,2993.0
42,5,5-state,0.474,0.147,1.0,3423.0,1.413,0.036,1.0,3496.0,0.177,0.007,1.0,3761.0,0.057,0.014,1.0,3554.0,-2.897,0.243,1.0,3554.0
43,5,5-state,0.482,0.146,1.0,2820.0,1.407,0.032,1.0,2931.0,0.416,0.004,1.0,1761.0,0.056,0.013,1.0,3128.0,-2.904,0.235,1.0,3128.0
44,5,5-state,0.451,0.155,1.0,3058.0,1.266,0.029,1.0,3088.0,0.32,0.002,1.0,2206.0,0.055,0.013,1.0,2939.0,-2.924,0.228,1.0,2939.0
45,5,5-state,0.519,0.158,1.0,3089.0,1.381,0.033,1.0,2467.0,0.202,0.006,1.0,1632.0,0.059,0.014,1.0,3300.0,-2.86,0.238,1.0,3300.0
46,5,5-state,0.463,0.155,1.0,2883.0,1.14,0.026,1.0,2519.0,0.283,0.001,1.0,2141.0,0.057,0.013,1.0,2582.0,-2.884,0.222,1.0,2582.0
47,5,5-state,0.433,0.147,1.0,3053.0,1.339,0.032,1.0,2935.0,0.37,0.003,1.0,2179.0,0.055,0.013,1.0,3186.0,-2.937,0.235,1.0,3186.0
48,5,5-state,0.407,0.149,1.0,2953.0,1.422,0.034,1.0,2423.0,0.408,0.005,1.0,1593.0,0.054,0.013,1.0,3013.0,-2.948,0.236,1.0,3013.0
49,5,5-state,0.449,0.143,1.0,2550.0,1.361,0.032,1.0,3166.0,0.349,0.002,1.0,2192.0,0.057,0.014,1.0,2795.0,-2.884,0.238,1.0,2795.0
51,5,5-state,0.546,0.141,1.0,3151.0,1.383,0.033,1.0,3227.0,0.283,0.002,1.0,2022.0,0.067,0.017,1.0,2910.0,-2.736,0.256,1.0,2910.0
52,5,5-state,0.494,0.15,1.0,3054.0,1.212,0.031,1.0,2675.0,0.131,0.004,1.0,2577.0,0.063,0.016,1.0,2780.0,-2.795,0.244,1.0,2780.0
53,5,5-state,0.436,0.137,1.0,2272.0,1.317,0.028,1.0,2504.0,0.156,0.004,1.0,2049.0,0.054,0.011,1.0,2154.0,-2.949,0.213,1.0,2154.0
54,5,5-state,0.477,0.156,1.0,3271.0,1.45,0.034,1.0,3129.0,0.438,0.002,1.0,2243.0,0.058,0.014,1.0,3260.0,-2.87,0.238,1.0,3260.0
55,5,5-state,0.505,0.149,1.0,3176.0,1.499,0.035,1.0,3235.0,0.323,0.002,1.0,2554.0,0.059,0.014,1.0,2920.0,-2.867,0.24,1.0,2920.0
56,5,5-state,0.511,0.156,1.0,2932.0,1.424,0.034,1.0,3033.0,0.356,0.002,1.0,2507.0,0.058,0.014,1.0,2839.0,-2.873,0.239,1.0,2839.0
57,5,5-state,0.474,0.145,1.0,2926.0,1.201,0.029,1.0,2590.0,0.39,0.002,1.0,2048.0,0.054,0.012,1.0,2734.0,-2.944,0.229,1.0,2734.0
58,5,5-state,0.479,0.158,1.0,2898.0,1.453,0.033,1.0,2927.0,0.139,0.005,1.0,1739.0,0.054,0.013,1.0,2947.0,-2.939,0.228,1.0,2947.0
59,5,5-state,0.502,0.15,1.0,3308.0,1.246,0.029,1.0,3390.0,0.35,0.002,1.0,2209.0,0.058,0.014,1.0,3177.0,-2.879,0.239,1.0,3177.0
60,5,5-state,0.351,0.134,1.0,1961.0,1.284,0.03,1.0,2111.0,0.168,0.005,1.0,1715.0,0.049,0.012,1.0,2210.0,-3.035,0.232,1.0,2210.0
61,5,5-state,0.465,0.16,1.0,2968.0,1.582,0.036,1.0,2408.0,0.193,0.004,1.0,1551.0,0.05,0.011,1.0,3142.0,-3.022,0.22,1.0,3142.0
62,5,5-state,0.363,0.134,1.0,2514.0,1.7,0.038,1.0,2545.0,0.388,0.008,1.0,2022.0,0.055,0.013,1.0,2590.0,-2.926,0.234,1.0,2590.0
63,5,5-state,0.502,0.155,1.0,3150.0,1.33,0.032,1.0,2666.0,0.419,0.002,1.0,1732.0,0.057,0.014,1.0,2720.0,-2.886,0.241,1.0,2720.0
64,5,5-state,0.496,0.148,1.0,3153.0,1.363,0.033,1.0,2912.0,0.346,0.002,1.0,2107.0,0.062,0.015,1.0,3003.0,-2.803,0.245,1.0,3003.0
65,5,5-state,0.501,0.158,1.0,2714.0,1.3,0.029,1.0,2948.0,0.285,0.002,1.0,2185.0,0.061,0.015,1.0,2934.0,-2.827,0.245,1.0,2934.0
66,5,5-state,0.492,0.149,1.0,3246.0,1.284,0.031,1.0,3031.0,0.424,0.002,1.0,2107.0,0.062,0.015,1.0,3443.0,-2.814,0.241,1.0,3443.0
67,5,5-state,0.543,0.145,1.0,3253.0,1.165,0.028,1.0,2753.0,0.389,0.002,1.0,2449.0,0.064,0.016,1.0,3223.0,-2.78,0.251,1.0,3223.0
68,5,5-state,0.519,0.153,1.0,2453.0,1.526,0.036,1.0,2537.0,0.178,0.004,1.0,1875.0,0.06,0.015,1.0,2355.0,-2.845,0.247,1.0,2355.0
69,5,5-state,0.458,0.147,1.0,3086.0,1.005,0.025,1.0,3450.0,0.141,0.001,1.0,2205.0,0.06,0.015,1.0,3375.0,-2.841,0.248,1.0,3375.0
70,5,5-state,0.383,0.139,1.0,2763.0,1.645,0.037,1.0,2731.0,0.419,0.005,1.0,1874.0,0.053,0.012,1.0,3162.0,-2.969,0.232,1.0,3162.0
71,5,5-state,0.44,0.148,1.0,3190.0,1.629,0.037,1.0,2864.0,0.36,0.003,1.0,2596.0,0.056,0.014,1.0,2837.0,-2.903,0.238,1.0,2837.0
72,5,5-state,0.479,0.147,1.0,3175.0,1.283,0.03,1.0,3030.0,0.433,0.002,1.0,2337.0,0.057,0.014,1.0,2874.0,-2.887,0.248,1.0,2874.0
73,5,5-state,0.473,0.147,1.0,2886.0,1.415,0.033,1.0,3259.0,0.362,0.002,1.0,2691.0,0.056,0.013,1.0,3290.0,-2.902,0.234,1.0,3290.0
74,5,5-state,0.475,0.147,1.0,3104.0,1.243,0.029,1.0,3001.0,0.333,0.002,1.0,2259.0,0.059,0.015,1.0,3000.0,-2.86,0.245,1.0,3000.0
75,5,5-state,0.492,0.152,1.0,3235.0,1.257,0.03,1.0,3094.0,0.169,0.002,1.0,1705.0,0.058,0.014,1.0,2954.0,-2.868,0.242,1.0,2954.0
76,5,5-state,0.479,0.15,1.0,3188.0,1.338,0.031,1.0,3055.0,0.412,0.002,1.0,2564.0,0.058,0.014,1.0,3421.0,-2.877,0.242,1.0,3421.0
78,5,5-state,0.428,0.144,1.0,3284.0,1.486,0.037,1.0,2666.0,0.281,0.007,1.0,2124.0,0.053,0.012,1.0,2900.0,-2.972,0.236,1.0,2900.0
79,5,5-state,0.275,0.108,1.0,2158.0,1.031,0.023,1.0,2559.0,0.175,0.002,1.0,2153.0,0.047,0.011,1.0,2249.0,-3.079,0.225,1.0,2249.0
80,5,5-state,0.483,0.154,1.0,3137.0,1.459,0.033,1.0,3235.0,0.404,0.002,1.0,2274.0,0.06,0.015,1.0,2987.0,-2.85,0.247,1.0,2987.0
81,5,5-state,0.455,0.156,1.0,3169.0,1.216,0.028,1.0,3474.0,0.338,0.002,1.0,2535.0,0.057,0.014,1.0,2886.0,-2.888,0.235,1.0,2886.0
84,5,5-state,0.45,0.153,1.0,3339.0,1.31,0.03,1.0,3289.0,0.427,0.003,1.0,2403.0,0.056,0.013,1.0,3205.0,-2.911,0.238,1.0,3205.0
85,5,5-state,0.492,0.151,1.0,2825.0,1.433,0.034,1.0,3101.0,0.178,0.004,1.0,1961.0,0.062,0.016,1.0,2880.0,-2.804,0.252,1.0,2880.0
86,5,5-state,0.462,0.152,1.0,2515.0,1.515,0.035,1.0,2434.0,0.371,0.005,1.0,1555.0,0.057,0.014,1.0,2841.0,-2.889,0.24,1.0,2841.0
87,5,5-state,0.494,0.152,1.0,2476.0,1.378,0.032,1.0,2401.0,0.306,0.006,1.0,1789.0,0.059,0.014,1.0,2538.0,-2.857,0.236,1.0,2538.0
88,5,5-state,0.494,0.147,1.0,3894.0,1.342,0.031,1.0,3133.0,0.162,0.003,1.0,2273.0,0.058,0.014,1.0,3378.0,-2.881,0.234,1.0,3378.0
89,5,5-state,0.445,0.149,1.0,2810.0,1.51,0.036,1.0,2448.0,0.197,0.007,1.0,1844.0,0.056,0.014,1.0,2912.0,-2.909,0.244,1.0,2912.0
90,5,5-state,0.477,0.143,1.0,3441.0,1.333,0.03,1.0,3093.0,0.401,0.003,1.0,2573.0,0.054,0.013,1.0,3029.0,-2.945,0.234,1.0,3029.0
91,5,5-state,0.457,0.152,1.0,2872.0,1.501,0.036,1.0,2480.0,0.144,0.004,1.0,2384.0,0.059,0.014,1.0,2653.0,-2.861,0.242,1.0,2653.0
92,5,5-state,0.497,0.156,1.0,3318.0,1.176,0.028,1.0,3356.0,0.299,0.001,1.0,2642.0,0.056,0.013,1.0,2927.0,-2.909,0.232,1.0,2927.0
93,5,5-state,0.5,0.152,1.0,3041.0,1.404,0.034,1.0,3102.0,0.19,0.002,1.0,2135.0,0.061,0.015,1.0,3116.0,-2.831,0.236,1.0,3116.0
94,5,5-state,0.508,0.153,1.0,2789.0,1.268,0.03,1.0,3101.0,0.462,0.002,1.0,2614.0,0.057,0.014,1.0,2899.0,-2.889,0.24,1.0,2899.0
95,5,5-state,0.449,0.146,1.0,3232.0,1.44,0.033,1.0,2876.0,0.381,0.003,1.0,2321.0,0.058,0.014,1.0,2944.0,-2.879,0.24,1.0,2944.0
96,5,5-state,0.543,0.144,1.0,2940.0,1.195,0.029,1.0,3169.0,0.173,0.002,1.0,2108.0,0.064,0.016,1.0,3232.0,-2.781,0.249,1.0,3232.0
97,5,5-state,0.43,0.155,1.0,2549.0,1.453,0.033,1.0,2757.0,0.395,0.003,1.0,2469.0,0.054,0.013,1.0,2742.0,-2.948,0.233,1.0,2742.0
98,5,5-state,0.434,0.159,1.0,3166.0,1.619,0.035,1.0,2702.0,0.325,0.004,1.0,1757.0,0.05,0.012,1.0,2985.0,-3.016,0.23,1.0,2985.0
99,5,5-state,0.466,0.149,1.0,3030.0,1.609,0.038,1.0,2479.0,0.301,0.003,1.0,2075.0,0.054,0.013,1.0,2369.0,-2.952,0.242,1.0,2369.0
100,5,5-state,0.51,0.154,1.0,3068.0,1.341,0.03,1.0,2825.0,0.252,0.004,1.0,1956.0,0.059,0.014,1.0,2578.0,-2.863,0.242,1.0,2578.0
102,5,5-state,0.471,0.151,1.0,3061.0,1.244,0.029,1.0,3545.0,0.341,0.002,1.0,2062.0,0.057,0.014,1.0,3125.0,-2.9,0.238,1.0,3125.0
103,5,5-state,0.414,0.147,1.0,2870.0,1.171,0.026,1.0,2985.0,0.353,0.002,1.0,2127.0,0.056,0.014,1.0,2782.0,-2.922,0.251,1.0,2782.0
104,5,5-state,0.517,0.146,1.0,2997.0,1.064,0.026,1.0,3488.0,0.183,0.002,1.0,2170.0,0.065,0.017,1.0,2903.0,-2.768,0.256,1.0,2903.0
105,5,5-state,0.512,0.153,1.0,3085.0,1.506,0.036,1.0,2707.0,0.228,0.004,1.0,2068.0,0.06,0.015,1.0,3232.0,-2.834,0.241,1.0,3232.0
106,5,5-state,0.453,0.15,1.0,3144.0,1.6,0.035,1.0,2959.0,0.384,0.003,1.0,2591.0,0.056,0.013,1.0,3048.0,-2.915,0.234,1.0,3048.0
107,5,5-state,0.454,0.149,1.0,3430.0,1.381,0.032,1.0,3170.0,0.371,0.002,1.0,2671.0,0.056,0.013,1.0,3380.0,-2.908,0.237,1.0,3380.0
108,5,5-state,0.481,0.15,1.0,3258.0,1.203,0.029,1.0,2929.0,0.136,0.002,1.0,1821.0,0.064,0.017,1.0,2952.0,-2.777,0.254,1.0,2952.0
109,5,5-state,0.525,0.15,1.0,2715.0,1.325,0.034,1.0,2946.0,0.144,0.005,1.0,2632.0,0.06,0.015,1.0,3329.0,-2.839,0.242,1.0,3329.0
110,5,5-state,0.425,0.155,1.0,2760.0,1.345,0.032,1.0,2473.0,0.367,0.005,1.0,1579.0,0.055,0.013,1.0,2589.0,-2.928,0.234,1.0,2589.0
111,5,5-state,0.513,0.152,1.0,2928.0,1.315,0.032,1.0,3214.0,0.382,0.002,1.0,2349.0,0.06,0.015,1.0,3530.0,-2.837,0.24,1.0,3530.0
